,source,name,pred_value,RMSE
10831,reframe,Efegatran,0.2899219998040862,0.7509391213003528
4614,drugbank,ABT-510,0.29033903599335303,0.7509391213003528
10844,reframe,LAMIFIBAN,0.2929532111342946,0.7509391213003528
8621,drugbank,Atecegatran metoxil,0.2960808370777027,0.7509391213003528
12733,broad,capreomycin,0.29668285846283504,0.7509391213003528
8684,drugbank,Ozarelix,0.2977028675320869,0.7509391213003528
15204,broad,GSK1904529A,0.30377350051748186,0.7509391213003528
10837,reframe,Xemilofiban,0.3140314234283056,0.7509391213003528
4432,drugbank,Lefradafiban,0.31714536186001496,0.7509391213003528
10830,reframe,UK-156406,0.3485383835756134,0.7509391213003528
2091,drugbank,4-{[1-Methyl-5-(2-Methyl-Benzoimidazol-1-Ylmethyl)-1h-Benzoimidazol-2-Ylmethyl]-Amino}-Benzamidine,0.3535718370438737,0.7509391213003528
6471,drugbank,2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,0.359218447646121,0.7509391213003528
1521,drugbank,"Nalpha-(2-Naphthylsulfonylglycyl)-3-Amidino-D,L-Phenylalanine-Isopropylester",0.3672238774169835,0.7509391213003528
13787,broad,delivert,0.3793366050289117,0.7509391213003528
4517,drugbank,Ularitide,0.4169854236694802,0.7509391213003528
2851,drugbank,CRA_10433,0.4277880508763156,0.7509391213003528
2280,drugbank,SP4160,0.4639897495786992,0.7509391213003528
10154,drugbank,Paramethasone acetate,0.471569538101893,0.7509391213003528
13929,broad,difluprednate,0.4863152491423167,0.7509391213003528
12469,broad,bortezomib,0.4928257236628951,0.7509391213003528
84,drugbank,Bortezomib,0.4928257236628951,0.7509391213003528
12467,broad,bortezomib,0.4928257236628951,0.7509391213003528
12468,broad,bortezomib,0.4928257236628951,0.7509391213003528
12470,broad,bortezomib,0.4928257236628951,0.7509391213003528
12471,broad,bortezomib,0.4928257236628951,0.7509391213003528
5827,drugbank,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",0.5065915772101414,0.7509391213003528
5248,drugbank,2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE,0.5188368326646285,0.7509391213003528
4342,drugbank,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,0.519671250597105,0.7509391213003528
5550,drugbank,"3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-5-METHOXY-1,1'-BIPHENYL-2-OLATE",0.5314762730816119,0.7509391213003528
5478,drugbank,"(3R)-4-[(3R)-3-AMINO-4-(2,4,5-TRIFLUOROPHENYL)BUTANOYL]-3-METHYL-1,4-DIAZEPAN-2-ONE",0.5323552554845078,0.7509391213003528
9811,drugbank,Netarsudil,0.5331429028949203,0.7509391213003528
17820,broad,pazopanib,0.5657563114258904,0.7509391213003528
17821,broad,pazopanib,0.5657563114258904,0.7509391213003528
4986,drugbank,Pazopanib,0.5657563114258904,0.7509391213003528
6431,drugbank,"5-CHLORO-THIOPHENE-2-CARBOXYLIC ACID ((3S,4S)-4-FLUORO- 1-{[2-FLUORO-4-(2-OXO-2H-PYRIDIN-1-YL)-PHENYLCARBAMOYL]-METHYL}-PYRROLIDIN-3-YL)-AMIDE",0.5771867958981726,0.7509391213003528
1139,drugbank,Pramlintide,0.6056689493507602,0.7509391213003528
6097,drugbank,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE,0.6084892378203023,0.7509391213003528
5329,drugbank,D-phenylalanyl-N-{4-[amino(iminio)methyl]benzyl}-L-prolinamide,0.6414867082796768,0.7509391213003528
4828,drugbank,Rivaroxaban,0.6501351275537129,0.7509391213003528
18838,broad,rivaroxaban,0.6501351275537129,0.7509391213003528
18839,broad,rivaroxaban,0.6501351275537129,0.7509391213003528
10788,reframe,rivaroxaban,0.6501351275537129,0.7509391213003528
3845,drugbank,N-Alpha-(2-Naphthylsulfonyl)-N-(3-Amidino-L-Phenylalaninyl)-D-Pipecolinic Acid,0.6691703498034095,0.7509391213003528
14568,broad,etoposide,0.6700361762901904,0.7509391213003528
14567,broad,etoposide,0.6700361762901904,0.7509391213003528
14566,broad,etoposide,0.6700361762901904,0.7509391213003528
14563,broad,etoposide,0.6700361762901904,0.7509391213003528
14565,broad,etoposide,0.6700361762901904,0.7509391213003528
14564,broad,etoposide,0.6700361762901904,0.7509391213003528
656,drugbank,Etoposide,0.6700361762901904,0.7509391213003528
10841,reframe,Unknown0,0.6865719835180785,0.7509391213003528
2075,drugbank,RU83876,0.6989799276246748,0.7509391213003528
2837,drugbank,CRA_8696,0.7148978287143869,0.7509391213003528
4500,drugbank,Rimiducid,0.7323524992998384,0.7509391213003528
11724,broad,AP1903,0.7323524992998384,0.7509391213003528
8021,drugbank,NRX-1074,0.7324115820955851,0.7509391213003528
10577,drugbank,PL-3994,0.7888015513775767,0.7509391213003528
14364,broad,eperezolid,0.7923711162651433,0.7509391213003528
10818,reframe,Nokxaban,0.8000569111199168,0.7509391213003528
3494,drugbank,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,0.8121517899138478,0.7509391213003528
10787,reframe,Fidexaban,0.8226685968867561,0.7509391213003528
13436,broad,colistin-sulfate,0.8232799999709576,0.7509391213003528
13437,broad,colistin-sulfate,0.8232799999709576,0.7509391213003528
10605,drugbank,Danicopan,0.8335224146588388,0.7509391213003528
17638,broad,OTS167,0.8524494843696236,0.7509391213003528
15839,broad,JTE-607,0.8532127760281719,0.7509391213003528
15838,broad,JTE-607,0.8532127760281719,0.7509391213003528
10865,reframe,R-142086,0.8602558866854689,0.7509391213003528
20863,broad,XL888,0.8664807250516032,0.7509391213003528
10839,reframe,SDZ-GPI-562,0.8668176500276682,0.7509391213003528
334,drugbank,Teniposide,0.8824292870114102,0.7509391213003528
19956,broad,teniposide,0.8824292870114102,0.7509391213003528
19954,broad,teniposide,0.8824292870114102,0.7509391213003528
10241,drugbank,AMY-101,0.8843617805010134,0.7509391213003528
10866,reframe,TAK-029,0.9187664159562344,0.7509391213003528
4184,drugbank,2-[2-ETHANESULFONYLAMINO-3-(5-PROPOXY-1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),0.9188947687761154,0.7509391213003528
3873,drugbank,Cyclotheonamide A,0.9414915922229332,0.7509391213003528
2733,drugbank,7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide,0.9710290212557808,0.7509391213003528
4246,drugbank,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,1.0064760798764527,0.7509391213003528
12720,broad,candicidin,1.0144056589602433,0.7509391213003528
16034,broad,lappaconite,1.0178969617497091,0.7509391213003528
8073,drugbank,Angiotensin II,1.0239616389618087,0.7509391213003528
5,drugbank,Cetrorelix,1.02671283000686,0.7509391213003528
13030,broad,cetrorelix,1.02671283000686,0.7509391213003528
12734,broad,capreomycin,1.0388887188797842,0.7509391213003528
20895,broad,YM-244769,1.0429383628459583,0.7509391213003528
8430,drugbank,Vidupiprant,1.0637998303964813,0.7509391213003528
6109,drugbank,"N-[(1S)-2-amino-1-phenylethyl]-5-(1H-pyrrolo[2,3-b]pyridin-4-yl)thiophene-2-carboxamide",1.064624647935419,0.7509391213003528
10872,reframe,TAK-024,1.0674645128090376,0.7509391213003528
19735,broad,T-5224,1.0693552321500754,0.7509391213003528
6081,drugbank,1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE,1.089629222767654,0.7509391213003528
5122,drugbank,Ganirelix,1.0900278299309298,0.7509391213003528
4676,drugbank,Larazotide,1.101010341780175,0.7509391213003528
1869,drugbank,Zk-806450,1.113433966629473,0.7509391213003528
2529,drugbank,FR236913,1.1144109541776683,0.7509391213003528
10244,drugbank,Avexitide,1.1189129759964658,0.7509391213003528
10763,reframe,Razaxaban ,1.1221179795357288,0.7509391213003528
20087,broad,thiostrepton,1.124995482471074,0.7509391213003528
3823,drugbank,CRA_9076,1.1279812471763,0.7509391213003528
6462,drugbank,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",1.1415529959425859,0.7509391213003528
1143,drugbank,Tetracosactide,1.143008057299658,0.7509391213003528
10141,drugbank,Methylprednisolone hemisuccinate,1.1483501146311506,0.7509391213003528
19872,broad,TC-OT-39,1.1643850700809066,0.7509391213003528
11762,broad,AR-12,1.1807375092169434,0.7509391213003528
11765,broad,AR-12,1.1807375092169434,0.7509391213003528
11764,broad,AR-12,1.1807375092169434,0.7509391213003528
11763,broad,AR-12,1.1807375092169434,0.7509391213003528
10807,reframe,fradafiban,1.187030150518653,0.7509391213003528
4938,drugbank,Fradafiban,1.187030150518653,0.7509391213003528
10842,reframe,Carafiban,1.1959837343672028,0.7509391213003528
7262,drugbank,Corticorelin ovine triflutate,1.2094719113374859,0.7509391213003528
12313,broad,BIBN4096,1.2169484678122804,0.7509391213003528
12311,broad,BIBN4096,1.2169484678122804,0.7509391213003528
4438,drugbank,Olcegepant,1.2169484678122804,0.7509391213003528
12312,broad,BIBN4096,1.2169484678122804,0.7509391213003528
4694,drugbank,alpha-Conotoxin VC 1.1,1.2243194026009403,0.7509391213003528
10845,reframe,SC 52012,1.2343437434490907,0.7509391213003528
10743,drugbank,Lenacapavir,1.2429211234366069,0.7509391213003528
2233,drugbank,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),1.2587765759126386,0.7509391213003528
15154,broad,GR-144053,1.2692494395851457,0.7509391213003528
4142,drugbank,CRA_9678,1.2910087581448852,0.7509391213003528
7785,drugbank,Prostalene,1.2932700095186247,0.7509391213003528
10485,drugbank,25-desacetylrifapentine,1.2955681709186222,0.7509391213003528
8814,drugbank,CGI-1842,1.3048696757218936,0.7509391213003528
6167,drugbank,5-chloro-N-[(3R)-1-(2-{[2-fluoro-4-(2-oxopyridin-1(2H)-yl)phenyl]amino}-2-oxoethyl)pyrrolidin-3-yl]thiophene-2-carboxamide,1.3059915025380229,0.7509391213003528
10786,reframe,YM-75466,1.3360659251313,0.7509391213003528
6461,drugbank,5-CHLORO-N-(2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO)ETHYL)THIOPHENE-2-CARBOXAMIDE,1.3415063709802468,0.7509391213003528
10471,drugbank,Mibenratide,1.3415434507158357,0.7509391213003528
7458,drugbank,Ombitasvir,1.347916646893645,0.7509391213003528
17555,broad,ombitasvir,1.347916646893645,0.7509391213003528
17554,broad,ombitasvir,1.347916646893645,0.7509391213003528
10198,drugbank,Dabigatran,1.3628732944004909,0.7509391213003528
13664,broad,dabigatran,1.3628732944004909,0.7509391213003528
13667,broad,dabigatran,1.3628732944004909,0.7509391213003528
13666,broad,dabigatran,1.3628732944004909,0.7509391213003528
13665,broad,dabigatran,1.3628732944004909,0.7509391213003528
10766,reframe,dabigatran,1.3628732944004909,0.7509391213003528
7395,drugbank,Polaprezinc,1.3805766791813725,0.7509391213003528
16680,broad,methylprednisolone-sodium-succinate,1.3825500007145024,0.7509391213003528
10867,reframe,"VLA-4 antagonists, Aventis",1.4062260207167772,0.7509391213003528
10819,reframe,Tanogitran,1.4334700339411954,0.7509391213003528
11824,broad,AS-2444697,1.4404656031096792,0.7509391213003528
3588,drugbank,Clorobiocin,1.4639978702052487,0.7509391213003528
3043,drugbank,ZK-806711,1.4692513661805655,0.7509391213003528
11,drugbank,Abarelix,1.4728857485177906,0.7509391213003528
11530,broad,AMG-925,1.4745059759630963,0.7509391213003528
3350,drugbank,RU85053,1.4925044098152631,0.7509391213003528
3949,drugbank,Argadin,1.493859559173791,0.7509391213003528
9781,drugbank,Fluticasone,1.5036805567773044,0.7509391213003528
4849,drugbank,Aviptadil,1.5264219606848122,0.7509391213003528
8762,drugbank,Relamorelin,1.5424635433617886,0.7509391213003528
2304,drugbank,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",1.5442349482614182,0.7509391213003528
10856,reframe,T-250,1.5633927476603502,0.7509391213003528
10659,drugbank,Edotreotide gallium Ga-68,1.5660882881050968,0.7509391213003528
5164,drugbank,(2S)-2-[3-(AMINOMETHYL)PHENYL]-3-{(S)-HYDROXY[(1R)-2-METHYL-1-{[(2-PHENYLETHYL)SULFONYL]AMINO}PROPYL]PHOSPHORYL}PROPANOIC ACID,1.6254553452581069,0.7509391213003528
2495,drugbank,"(2S)-2-({4-[(2S)-1-(2-Amino-4-oxo-1,4-dihydro-6-quinazolinyl)-3-{[2-({(2R,3R,4S,5R)-3,4-dihydroxy-5-[(phosphonooxy)methyl]tetrahydro-2-furanyl}amino)-2-oxoethyl]amino}-2-hydroxy-2-propanyl]benzoyl}ami no)pentanedioic acid",1.640991290649756,0.7509391213003528
15207,broad,GSK2190915,1.6504246793777495,0.7509391213003528
4885,drugbank,Fiboflapon,1.6504246793777495,0.7509391213003528
9021,drugbank,Cortivazol,1.6643585264925616,0.7509391213003528
7797,drugbank,Thiostrepton,1.6755358205667092,0.7509391213003528
10369,drugbank,TAK-243,1.7419504000315682,0.7509391213003528
12379,broad,bivalirudin,1.7546783869389408,0.7509391213003528
19870,broad,TC-NTR1-17,1.7707868585624436,0.7509391213003528
4669,drugbank,Teverelix,1.7985268465234832,0.7509391213003528
10454,drugbank,Albuvirtide,1.8003475064035444,0.7509391213003528
5045,drugbank,Dabigatran etexilate,1.8183815944313744,0.7509391213003528
13669,broad,dabigatran-etexilate,1.8183815944313744,0.7509391213003528
13668,broad,dabigatran-etexilate,1.8183815944313744,0.7509391213003528
10836,reframe,Ro-43-5054,1.837198020045971,0.7509391213003528
2765,drugbank,"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",1.8396395231027487,0.7509391213003528
3721,drugbank,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,1.848485176592876,0.7509391213003528
7430,drugbank,Lixisenatide,1.8552050814428436,0.7509391213003528
4541,drugbank,Aminocandin,1.8612918113096184,0.7509391213003528
4871,drugbank,Glesatinib,1.8658893978581557,0.7509391213003528
8259,drugbank,BMS-777607,1.9178595836177257,0.7509391213003528
12433,broad,BMS-777607,1.9178595836177257,0.7509391213003528
5049,drugbank,Degarelix,1.9235183485562783,0.7509391213003528
14610,broad,exenatide,1.9718511315171288,0.7509391213003528
10864,reframe,FR-158999,2.0044924641174897,0.7509391213003528
6517,drugbank,"[5-(5-Amino-1H-pyrrolo[3,2-b]pyridin-2-yl)-6-hydroxy-3'-nitro-3-biphenylyl]acetic acid",2.0090910431080697,0.7509391213003528
5568,drugbank,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",2.012863433184942,0.7509391213003528
11688,broad,anidulafungin,2.0390649380109687,0.7509391213003528
20472,broad,TXA127,2.0832122376559155,0.7509391213003528
20471,broad,TXA127,2.0832122376559155,0.7509391213003528
11602,broad,ammonium-glycyrrhizinate,2.129798288794579,0.7509391213003528
11601,broad,ammonium-glycyrrhizinate,2.129798288794579,0.7509391213003528
8126,drugbank,Acyline,2.140166699567012,0.7509391213003528
12066,broad,bacitracin,2.3268814371716013,0.7509391213003528
4521,drugbank,Obinepitide,2.3473371768710685,0.7509391213003528
8000,drugbank,Pevonedistat,2.364368003828466,0.7509391213003528
17944,broad,pevonedistat,2.364368003828466,0.7509391213003528
15014,broad,GDC-0068,2.3688708239361356,0.7509391213003528
17372,broad,novobiocin,2.377002087041049,0.7509391213003528
17371,broad,novobiocin,2.377002087041049,0.7509391213003528
17370,broad,novobiocin,2.377002087041049,0.7509391213003528
924,drugbank,Novobiocin,2.377002087041049,0.7509391213003528
16474,broad,meclinertant,2.4239608858752595,0.7509391213003528
4928,drugbank,Meclinertant,2.4239608858752595,0.7509391213003528
7988,drugbank,Ipatasertib,2.440277001287308,0.7509391213003528
19175,broad,SB-772077B,2.444553807699416,0.7509391213003528
17513,broad,oglemilast,2.4676210141195254,0.7509391213003528
8509,drugbank,Oglemilast,2.4676210141195254,0.7509391213003528
7819,drugbank,Amphomycin,2.5300828689113666,0.7509391213003528
7970,drugbank,Angiotensin 1-7,2.5445556913322447,0.7509391213003528
12380,broad,bivalirudin,2.5638710291747957,0.7509391213003528
12381,broad,bivalirudin,2.5638710291747957,0.7509391213003528
0,drugbank,Bivalirudin,2.5638710291747957,0.7509391213003528
4947,drugbank,Aplaviroc,2.614052078558768,0.7509391213003528
10714,drugbank,Zilucoplan,2.6719448770814096,0.7509391213003528
10260,drugbank,Ripretinib,2.8517856368365213,0.7509391213003528
15774,broad,itacitinib,2.987577183961421,0.7509391213003528
8335,drugbank,Itacitinib,2.987577183961421,0.7509391213003528
8722,drugbank,Aclerastide,3.4223984486362315,0.7509391213003528
7956,drugbank,Acalabrutinib,3.493506078684028,0.7509391213003528
11208,broad,acalabrutinib,3.493506078684028,0.7509391213003528
10746,reframe,CU-2010,3.754191553189502,0.7509391213003528
10387,drugbank,LY-2881835,3.859414262782456,0.7509391213003528
10316,drugbank,Cobomarsen,4.749959863319472,0.7509391213003528
10590,drugbank,Tozuleristide,5.754268624753115,0.7509391213003528
10303,drugbank,Imetelstat,6.5298228075252105,0.7509391213003528
